Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
O75643;O75643-2;C9JAQ9;B4E0P5	O75643	39;12;12;8	39;12;12;8	39;12;12;8	U5 small nuclear ribonucleoprotein 200 kDa helicase 	4	39	39	39	22	22	22	244.5	2136	2136;625;625;595	0	296.83	569280000	45				853	110;683;2007;2180;2240;2856;4103;4320;5037;5267;5547;5562;6299;6877;7056;7483;7988;8997;9346;9687;10241;10339;10818;11351;11512;12279;12305;12306;12437;13131;13294;13431;13474;14891;15235;15452;15541;15770;16036	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	110;698;2054;2229;2292;2922;4192;4412;5143;5376;5662;5677;6433;7034;7216;7652;8168;9200;9556;9908;10537;10642;11130;11675;11837;12628;12654;12655;12789;13498;13665;13807;13854;15308;15654;15880;15971;16202;16473	192;193;1150;1151;3404;3691;3802;4862;6864;7208;7209;8479;8480;8849;8850;9348;9375;10683;11666;11667;11966;11967;12759;13647;13648;15314;15869;15870;15871;15872;16467;17478;17479;17658;17659;18480;19333;19613;19614;20883;20926;20927;20928;21141;22288;22579;22820;22904;25332;25899;26266;26267;26406;26407;26793;27236	211;212;1307;1308;3893;4214;4352;5537;7808;8194;8195;9662;9663;10071;10072;10633;10662;12215;13364;13365;13692;13693;14576;15557;15558;17462;18073;18074;18075;18076;18753;19895;19896;20098;20099;21058;21998;22308;22309;23724;23779;23780;23781;24020;25328;25666;25953;26044;28838;29483;29883;29884;30036;30037;30460;30957	212;1307;3893;4214;4352;5537;7808;8195;9663;10072;10633;10662;12215;13365;13693;14576;15557;17462;18075;18753;19895;20099;21058;21998;22309;23724;23779;23781;24020;25328;25666;25953;26044;28838;29483;29884;30037;30460;30957		
O75663;O75663-2	O75663;O75663-2	3;2	3;2	3;2	TIP41-like protein ;Isoform 2 of TIP41-like protein 	2	3	3	3	14	14	14	31.444	272	272;178	0	24.007	36824000	4				854	8398;10115;13875	True;True;True	8586;10393;14263	14336;17245;23586;23587	16343;19627;26835;26836	16343;19627;26835		
O75683	O75683	2	2	2	Surfeit locus protein 6 	1	2	2	2	9.1	9.1	9.1	41.45	361	361	0	11.582	14499000	3				855	3271;7260	True;True	3343;7426	5549;12363;12364;12365	6313;14142;14143;14144	6313;14143		
O75691	O75691	4	4	4	Small subunit processome component 20 homolog 	1	4	4	4	1.7	1.7	1.7	318.38	2785	2785	0	22.798	6564500	3				856	309;3731;7842;8281	True;True;True;True	315;3812;8018;8468	519;6281;13415;14134	591;7133;15303;16102	591;7133;15303;16102		
S4R3M9;O75764	S4R3M9;O75764	1;1	1;1	1;1	Transcription elongation factor A protein 3 (Fragment) ;Transcription elongation factor A protein 3 	2	1	1	1	11.5	11.5	11.5	8.914	78	78;348	1	-2	2816500	0	+			857	10345	True	10648	17667	20108	20108	84	14
O75821;K7ER90;K7EL20;K7ENA8;K7EP16;K7EL60	O75821;K7ER90;K7EL20;K7ENA8	5;4;4;4;1;1	5;4;4;4;1;1	5;4;4;4;1;1	Eukaryotic translation initiation factor 3 subunit G ;Eukaryotic translation initiation factor 3 subunit G (Fragment) ;Eukaryotic translation initiation factor 3 subunit G (Fragment) ;Eukaryotic translation initiation factor 3 subunit G (Fragment) 	6	5	5	5	22.5	22.5	22.5	35.611	320	320;227;262;289;118;149	0	43.171	235830000	7				858	1758;3018;4558;13805;15133	True;True;True;True;True	1799;3086;4654;14192;15551	2984;5139;5140;7611;7612;23467;25722;25723	3421;5862;5863;8651;8652;26699;29282;29283	3421;5862;8651;26699;29282		
O75822-3;O75822;O75822-2;H0YGJ7;H0YLP3	O75822-3;O75822;O75822-2	6;6;5;2;2	6;6;5;2;2	6;6;5;2;2	Isoform 3 of Eukaryotic translation initiation factor 3 subunit J ;Eukaryotic translation initiation factor 3 subunit J ;Isoform 2 of Eukaryotic translation initiation factor 3 subunit J 	5	6	6	6	37.3	37.3	37.3	23.026	209	209;258;204;106;117	0	43.737	66123000	5				859	1;1872;6834;7967;9083;14733	True;True;True;True;True;True	1;1916;6988;8147;9290;15144	1;3185;11595;13612;15445;25068;25069	1;3651;13280;15520;17615;28532;28533	1;3651;13280;15520;17615;28533		
O75828	O75828	3	1	1	Carbonyl reductase [NADPH] 3 	1	3	1	1	13.4	2.9	2.9	30.85	277	277	0.0036597	6.3803	13740000	1				860	3849;5116;8307	False;False;True	3932;5224;8494	6473;6474;6475;8606;8607;14173	7351;7352;7353;9809;9810;16146	7353;9809;16146		
O75844	O75844	4	4	4	CAAX prenyl protease 1 homolog 	1	4	4	4	10.7	10.7	10.7	54.812	475	475	0	31.621	51044000	6				861	2047;10416;13699;15378	True;True;True;True	2094;10720;14081;15802	3474;17796;17797;23269;23270;26146	3974;20260;20261;26452;26453;29754	3974;20260;26453;29754		
O75874;C9J4N6;C9JJE5;C9JLU6	O75874	10;4;1;1	9;3;1;1	9;3;1;1	Isocitrate dehydrogenase [NADP] cytoplasmic 	4	10	9	9	30.4	28.3	28.3	46.659	414	414;157;62;73	0	70.204	116770000	13				862	5395;5474;6733;8371;9613;10537;11826;12056;13722;14117	True;True;True;True;True;False;True;True;True;True	5508;5588;6886;8559;9832;10842;12161;12400;14104;14509	9067;9208;9209;11417;11418;14288;16338;16339;18002;20133;20526;23307;23308;23997	10323;10484;10485;13062;13063;16288;18602;18603;20502;22859;23313;26497;26498;27299	10323;10484;13063;16288;18603;20502;22859;23313;26497;27299		
O75934	O75934	1	1	1	Pre-mRNA-splicing factor SPF27 	1	1	1	1	5.8	5.8	5.8	26.131	225	225	0.00050813	8.2328	21934000	1				863	13273	True	13644	22540;22541	25623;25624	25623		
O75937;S4R3J5	O75937	5;1	5;1	5;1	DnaJ homolog subfamily C member 8 	2	5	5	5	20.6	20.6	20.6	29.841	253	253;106	0	39.635	100070000	8				864	849;850;2820;8706;11303	True;True;True;True;True	872;873;2885;8899;11626	1448;1449;1450;4799;14844;14845;19257;19258	1653;1654;1655;5465;16922;16923;21912;21913	1653;1655;5465;16922;21913		
O75947-2;O75947;F5H608	O75947-2;O75947;F5H608	6;6;3	6;6;3	6;6;3	Isoform 2 of ATP synthase subunit d, mitochondrial ;ATP synthase subunit d, mitochondrial ;ATP synthase subunit d, mitochondrial 	3	6	6	6	48.2	48.2	48.2	15.773	137	137;161;81	0	44.089	249780000	13				865	659;6908;7639;7656;11752;12794	True;True;True;True;True;True	674;7067;7811;7828;12084;13151	1114;1115;11718;11719;13063;13091;13092;20010;20011;21714;21715	1265;1266;13420;13421;14902;14933;14934;14935;22724;22725;24656;24657;24658	1265;13421;14902;14935;22725;24656		
O76003	O76003	3	3	3	Glutaredoxin-3 	1	3	3	3	9.3	9.3	9.3	37.432	335	335	0	17.778	57041000	6				866	1685;3143;11271	True;True;True	1723;3212;11594	2865;2866;5339;5340;19203	3291;3292;3293;6089;6090;21855	3292;6089;21855		
O76021;J3QSV6;B4DJ58;I3L3U9;I3L3C4;I3L234;I3L1A3	O76021;J3QSV6;B4DJ58	21;19;13;8;7;4;1	21;19;13;8;7;4;1	21;19;13;8;7;4;1	Ribosomal L1 domain-containing protein 1 ;Ribosomal L1 domain-containing protein 1 (Fragment) ;Ribosomal L1 domain-containing protein 1 	7	21	21	21	42	42	42	54.972	490	490;430;270;296;158;98;93	0	155.97	565330000	37				867	73;966;1446;1885;1886;2955;3761;4972;7079;7091;7550;7601;8663;8752;9404;11815;12425;12900;13492;13798;13799	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	73;990;1478;1929;1930;3022;3842;5076;7239;7252;7720;7772;8855;8945;9619;12149;12777;13260;13872;14183;14184	122;123;1635;2473;2474;3204;3205;5029;6324;6325;8363;8364;12014;12015;12016;12017;12043;12044;12884;12984;14768;14923;14924;15978;15979;20113;21121;21122;21889;21890;22937;22938;22939;22940;23437;23438;23439	132;133;1874;2845;2846;3672;3673;5733;7182;7183;9533;9534;13746;13747;13748;13749;13782;13783;14708;14820;16831;17022;17023;17024;18193;18194;22836;23995;23996;24855;24856;26078;26079;26080;26081;26650;26651;26652	133;1874;2845;3672;3673;5733;7183;9534;13746;13782;14708;14820;16831;17022;18193;22836;23996;24856;26080;26650;26651		
O76031	O76031	3	3	3	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial 	1	3	3	3	5.7	5.7	5.7	69.223	633	633	0	21.393	24643000	3				868	8761;11961;13437	True;True;True	8954;12302;13814	14937;20376;22831;22832	17038;23143;25964;25965	17038;23143;25965		
O76071	O76071	2	2	2	Probable cytosolic iron-sulfur protein assembly protein CIAO1 	1	2	2	2	7.4	7.4	7.4	37.84	339	339	0	15.935	5581500	2				869	12689;12742	True;True	13042;13097	21549;21628	24479;24561	24479;24561		
O76094;O76094-2;R4GNC1;D6RDY6	O76094;O76094-2	10;9;4;4	10;9;4;4	10;9;4;4	Signal recognition particle subunit SRP72 ;Isoform 2 of Signal recognition particle subunit SRP72 	4	10	10	10	18.3	18.3	18.3	74.605	671	671;610;220;357	0	80.419	138420000	11				870	671;2592;5265;9412;10862;12384;13000;13218;14513;15568	True;True;True;True;True;True;True;True;True;True	686;2653;5374;9627;11175;12736;13363;13587;14919;15998	1133;4405;8845;8846;15992;15993;18563;21060;22065;22442;24709;26448	1288;5031;10067;10068;18212;18213;21149;23932;25068;25505;28126;30082	1288;5031;10067;18212;21149;23932;25068;25505;28126;30082		
O94776;O94776-2	O94776;O94776-2	7;5	7;5	6;4	Metastasis-associated protein MTA2 ;Isoform 2 of Metastasis-associated protein MTA2 	2	7	7	6	12.6	12.6	11.1	75.022	668	668;495	0	45.461	93989000	9				871	2065;2743;8957;9024;11181;13364;15311	True;True;True;True;True;True;True	2112;2807;9158;9227;11503;13737;15734	3503;3504;4667;4668;15247;15351;15352;19068;19069;22702;26029	4006;4007;5315;5316;17387;17505;17506;21707;21708;25811;29626	4007;5315;17387;17505;21707;25811;29626		
O94822;O94822-3;H7BYG8	O94822;O94822-3	3;3;1	3;3;1	3;3;1	E3 ubiquitin-protein ligase listerin ;Isoform 3 of E3 ubiquitin-protein ligase listerin 	3	3	3	3	2	2	2	200.55	1766	1766;1812;813	0	16.335	14925000	3				872	2762;4006;8853	True;True;True	2826;4091;9048	4700;6720;15083	5350;7637;17205	5350;7637;17205		
O94826	O94826	6	6	6	Mitochondrial import receptor subunit TOM70 	1	6	6	6	9.4	9.4	9.4	67.454	608	608	0	38.992	109170000	11				873	19;1527;4943;9198;10826;15681	True;True;True;True;True;True	19;1562;5047;9407;11138;16111	27;2608;8324;8325;15625;15626;15627;15628;18494;18495;26627	28;2999;9491;9492;17806;17807;17808;17809;21072;21073;30278	28;2999;9491;17807;21073;30278		
O94842-2;O94842;Q96NM4-3;Q96NM4;Q96NM4-4;Q96NM4-2;O15405-2;O15405	O94842-2;O94842;Q96NM4-3;Q96NM4;Q96NM4-4;Q96NM4-2;O15405-2;O15405	2;2;1;1;1;1;1;1	2;2;1;1;1;1;1;1	2;2;1;1;1;1;1;1	Isoform 2 of TOX high mobility group box family member 4 ;TOX high mobility group box family member 4 ;Isoform 3 of TOX high mobility group box family member 2 ;TOX high mobility group box family member 2 ;Isoform 4 of TOX high mobility group box family me	8	2	2	2	4	4	4	63.821	598	598;621;464;488;506;515;571;576	0	11.474	2515900	1				874	2440;6879	True;True	2500;7036	4142;11669	4737;13367	4737;13367		
O94874;O94874-2;O94874-3	O94874;O94874-2;O94874-3	4;3;2	4;3;2	4;3;2	E3 UFM1-protein ligase 1 ;Isoform 2 of E3 UFM1-protein ligase 1 ;Isoform 3 of E3 UFM1-protein ligase 1 	3	4	4	4	5.8	5.8	5.8	89.594	794	794;729;509	0	25.286	21767000	4				875	1217;1538;3734;12709	True;True;True;True	1247;1573;3815;13063	2075;2076;2628;6284;21582	2384;2385;3032;7136;24513	2384;3032;7136;24513		
O94906-2;O94906	O94906-2;O94906	9;9	9;9	9;9	Isoform 2 of Pre-mRNA-processing factor 6 ;Pre-mRNA-processing factor 6 	2	9	9	9	11.3	11.3	11.3	102.43	901	901;941	0	58.941	75241000	11				876	158;204;432;613;3363;9315;9431;10761;11840	True;True;True;True;True;True;True;True;True	158;205;441;627;3438;9525;9648;11072;12175	265;340;733;1035;5700;5701;15814;15815;16023;18381;20153;20154	290;379;823;1180;6473;6474;18013;18014;18250;20941;22883;22884	290;379;823;1180;6473;18014;18250;20941;22883		
O94925-3;H7BZD1;O94925;B8ZZC5;B8ZZA8	O94925-3;H7BZD1;O94925	3;2;2;1;1	3;2;2;1;1	3;2;2;1;1	Isoform 3 of Glutaminase kidney isoform, mitochondrial ;Glutaminase kidney isoform, mitochondrial (Fragment) ;Glutaminase kidney isoform, mitochondrial 	5	3	3	3	8.4	8.4	8.4	65.459	598	598;114;669;103;169	0	21.257	20121000	3				877	4176;5680;15528	True;True;True	4266;5797;15957	6981;9602;26378	7930;10927;30004	7930;10927;30004		
O94973;O94973-2;O94973-3;E9PR62;E9PQP4;E9PPY8;H0YDE9;H0YEG0;M0R2D9;E9PPZ3;E9PS94	O94973;O94973-2;O94973-3	11;11;9;4;2;2;2;2;1;1;1	11;11;9;4;2;2;2;2;1;1;1	5;5;3;2;1;1;1;1;0;0;0	AP-2 complex subunit alpha-2 ;Isoform 2 of AP-2 complex subunit alpha-2 ;Isoform 3 of AP-2 complex subunit alpha-2 	11	11	11	5	14.2	14.2	6.9	103.96	939	939;940;656;378;90;138;184;185;57;60;62	0	77.12	90913000	13				878	244;779;943;4282;4869;8436;9363;9903;10320;10779;15796	True;True;True;True;True;True;True;True;True;True;True	245;799;966;4374;4973;8625;9575;10143;10622;11090;16228	404;1336;1337;1601;7145;7146;7147;8202;14387;15910;16824;17617;18409;26849	460;1527;1528;1838;8120;8121;8122;9357;16401;18114;19153;20046;20973;30521	460;1528;1838;8120;9357;16401;18114;19153;20046;20973;30521		
O95139-2;O95139	O95139-2;O95139	1;1	1;1	1;1	Isoform 2 of NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 ;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 	2	1	1	1	8.8	8.8	8.8	13.716	113	113;128	0.0036232	6.2674	6753900	1				879	13168	True	13536	22352	25401	25401		
O95168-2;O95168	O95168-2;O95168	1;1	1;1	1;1	Isoform 2 of NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 ;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 	2	1	1	1	8.3	8.3	8.3	14.026	120	120;129	0.0040341	6.1879	9953500	1				880	4924	True	5028	8296	9462	9462		
O95182	O95182	2	2	2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 	1	2	2	2	24.8	24.8	24.8	12.551	113	113	0	12.121	8528800	2				881	1043;9293	True;True	1068;9503	1766;15783	2041;17975	2041;17975		
O95197-3;B7Z4M1;O95197-6;O95197-5;O95197-4;O95197-7;O95197-2;O95197;F5H891;F5GWG7;F5H617	O95197-3;B7Z4M1;O95197-6;O95197-5;O95197-4;O95197-7;O95197-2;O95197	3;2;2;2;2;2;2;2;1;1;1	3;2;2;2;2;2;2;2;1;1;1	3;2;2;2;2;2;2;2;1;1;1	Isoform 3 of Reticulon-3 ;Reticulon ;Isoform 6 of Reticulon-3 ;Isoform 5 of Reticulon-3 ;Isoform 4 of Reticulon-3 ;Isoform 7 of Reticulon-3 ;Isoform 2 of Reticulon-3 ;Reticulon-3 	11	3	3	3	27.5	27.5	27.5	25.609	236	236;123;214;241;255;920;1013;1032;130;136;185	0	26.952	83639000	4				882	408;11772;13556	True;True;True	417;12104;13936	695;696;20039;23034	783;784;22753;26180	784;22753;26180		
O95202;O95202-2;O95202-3	O95202	8;1;1	8;1;1	8;1;1	LETM1 and EF-hand domain-containing protein 1, mitochondrial 	3	8	8	8	14.5	14.5	14.5	83.353	739	739;254;294	0	72.316	150230000	12				883	1094;1927;3408;3987;8043;8632;12641;13909	True;True;True;True;True;True;True;True	1122;1972;3484;4072;8224;8824;12994;14298	1867;1868;3276;5776;6689;6690;13734;13735;14717;21480;21481;23640;23641	2148;2149;3754;6563;7602;7603;15655;15656;16773;24405;24406;26892;26893	2148;3754;6563;7603;15656;16773;24406;26893		
O95218-2;O95218	O95218-2;O95218	5;5	5;5	5;5	Isoform 2 of Zinc finger Ran-binding domain-containing protein 2 ;Zinc finger Ran-binding domain-containing protein 2 	2	5	5	5	12.2	12.2	12.2	36.318	320	320;330	0	33.48	42325000	6				884	1720;4904;11619;11834;12942	True;True;True;True;True	1760;5008;11948;12169;13302	2920;8264;8265;19794;19795;20144;21966	3350;9428;9429;22496;22497;22871;24953	3350;9429;22496;22871;24953		
O95298-2;O95298	O95298-2;O95298	1;1	1;1	1;1	Isoform 4 of NADH dehydrogenase [ubiquinone] 1 subunit C2 ;NADH dehydrogenase [ubiquinone] 1 subunit C2 	2	1	1	1	12.5	12.5	12.5	11.399	96	96;119	0.00048054	6.8336	6514100	1				885	8341	True	8529	14230	16218	16218		
O95336;M0R261;M0R1L2;M0R0U3	O95336;M0R261;M0R1L2;M0R0U3	6;4;3;3	6;4;3;3	6;4;3;3	6-phosphogluconolactonase ;6-phosphogluconolactonase (Fragment) ;6-phosphogluconolactonase (Fragment) ;6-phosphogluconolactonase 	4	6	6	6	31.8	31.8	31.8	27.547	258	258;216;147;179	0	35.807	51032000	6				886	50;3138;7881;8830;9021;15125	True;True;True;True;True;True	50;3207;8058;9025;9224;15542	76;5331;13476;15049;15050;15348;25707	82;6081;15369;17164;17165;17502;29264	82;6081;15369;17164;17502;29264		
O95347-2;O95347;Q5T821	O95347-2;O95347	11;11;1	11;11;1	11;11;1	Isoform 2 of Structural maintenance of chromosomes protein 2 ;Structural maintenance of chromosomes protein 2 	3	11	11	11	14.6	14.6	14.6	124.92	1099	1099;1197;145	0	80.078	137230000	15				887	2406;4986;6309;7398;8507;9728;12077;13239;13946;13977;14930	True;True;True;True;True;True;True;True;True;True;True	2466;5091;6443;7567;8696;9949;12421;13609;14336;14368;15347	4097;4098;8388;8389;10696;10697;12618;14510;16527;20559;22481;22482;23696;23758;23759;25399;25400	4690;4691;9561;9562;12228;12229;14427;16541;18821;23348;25553;25554;26952;27033;27034;28924;28925	4690;9561;12228;14427;16541;18821;23348;25553;26952;27033;28924		
Q5QPQ0;O95372;Q5QPQ1;Q5QPQ3;Q5QPQ2	Q5QPQ0;O95372;Q5QPQ1	3;3;2;1;1	3;3;2;1;1	3;3;2;1;1	Acyl-protein thioesterase 2 ;Acyl-protein thioesterase 2 ;Acyl-protein thioesterase 2 (Fragment) 	5	3	3	3	20.7	20.7	20.7	17.659	164	164;231;162;180;182	0	16.179	28700000	2				888	912;2113;3769	True;True;True	935;2161;3850	1545;3579;6333	1770;4090;7191	1770;4090;7191		
O95373;E9PLB2;E9PLJ0	O95373	17;3;1	17;3;1	17;3;1	Importin-7 	3	17	17	17	22.6	22.6	22.6	119.52	1038	1038;130;64	0	160.46	471980000	21				889	252;448;687;2470;3243;3569;3891;4134;4749;5258;7595;10784;11811;12423;14694;14729;14953	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	253;457;702;2530;3315;3646;3974;4224;4850;5367;7766;11095;12145;12775;15104;15140;15370	417;759;760;1157;1158;4191;4192;5506;6021;6545;6914;7969;8835;12976;18416;18417;20106;21119;25003;25004;25062;25063;25434	474;850;851;1314;1315;4796;4797;6267;6836;7436;7859;9094;10055;14812;20980;20981;22829;23993;28461;28462;28526;28527;28962	474;850;1314;4796;6267;6836;7436;7859;9094;10055;14812;20981;22829;23993;28461;28526;28962		
O95394;O95394-3;O95394-4;H0Y8I3;H0Y987;J3KN95;D6RCD1;D6RC77;D6RCQ8;D6RF77	O95394;O95394-3;O95394-4;H0Y8I3;H0Y987;J3KN95	3;3;3;2;2;2;1;1;1;1	3;3;3;2;2;2;1;1;1;1	3;3;3;2;2;2;1;1;1;1	Phosphoacetylglucosamine mutase ;Isoform 2 of Phosphoacetylglucosamine mutase ;Isoform 3 of Phosphoacetylglucosamine mutase ;Phosphoacetylglucosamine mutase (Fragment) ;Phosphoacetylglucosamine mutase (Fragment) ;Phosphoacetylglucosamine mutase 	10	3	3	3	5.5	5.5	5.5	59.851	542	542;566;570;113;197;461;71;114;146;156	0	19.27	23078000	3				890	519;9938;14458	True;True;True	529;10187;14861	868;16899;24602	973;19241;28006	973;19241;28006		
O95399;Q5H8X8;O95399-2	O95399;Q5H8X8;O95399-2	1;1;1	1;1;1	1;1;1	Urotensin-2 ;Urotensin-2 ;Isoform 2 of Urotensin-2 	3	1	1	1	6.5	6.5	6.5	14.295	124	124;139;139	0.0014065	6.5796	57949000	2				891	9418	True	9633	16005	18229;18230	18230		
O95400	O95400	4	4	4	CD2 antigen cytoplasmic tail-binding protein 2 	1	4	4	4	16.4	16.4	16.4	37.646	341	341	0	24.084	26177000	4				892	2375;7610;9254;9492	True;True;True;True	2434;7781;9463;9710	4039;12997;15716;15717;16128	4625;14833;17900;17901;18366	4625;14833;17901;18366		
O95478;H0YAI9	O95478	3;1	3;1	3;1	Ribosome biogenesis protein NSA2 homolog 	2	3	3	3	11.2	11.2	11.2	30.065	260	260;98	0	16.909	17612000	2				893	1417;3895;14031	True;True;True	1449;3978;14422	2414;6549;23848	2769;7440;27134	2769;7440;27134		
O95486	O95486	1	1	1	Protein transport protein Sec24A 	1	1	1	1	1	1	1	119.75	1093	1093	0.0004914	7.3418	3730700	1				894	8096	True	8277	13817	15754	15754		
O95487-2;O95487;O95487-3	O95487-2;O95487;O95487-3	1;1;1	1;1;1	1;1;1	Isoform 2 of Protein transport protein Sec24B ;Protein transport protein Sec24B ;Isoform 3 of Protein transport protein Sec24B 	3	1	1	1	1.1	1.1	1.1	133.63	1233	1233;1268;1298	0.0087527	5.9617	3676500	1				895	11728	True	12060	19978	22691	22691		
Q5R3B4;O95563	Q5R3B4;O95563	1;1	1;1	1;1	Mitochondrial pyruvate carrier 2 (Fragment) ;Mitochondrial pyruvate carrier 2 	2	1	1	1	9.5	9.5	9.5	11.681	105	105;127	0.00047939	6.7987	3351900	1				896	13736	True	14118	23333	26525	26525		
O95573;H7C260;C9JC11;F5H062;H7BYZ7	O95573	9;3;1;1;1	9;3;1;1;1	7;3;1;1;0	Long-chain-fatty-acid--CoA ligase 3 	5	9	9	7	17.6	17.6	12.8	80.419	720	720;213;88;95;179	0	64.006	107050000	14				897	790;6149;8704;9064;9302;10612;14249;14704;15009	True;True;True;True;True;True;True;True;True	810;6277;8897;9269;9512;10919;14644;15114;15426	1350;1351;10410;10411;14841;14842;15414;15796;15797;18131;24223;25021;25517;25518	1541;1542;11863;11864;16919;16920;17581;17992;17993;20651;27569;28482;29047;29048	1542;11864;16920;17581;17992;20651;27569;28482;29048		
O95747;C9JIG9	O95747;C9JIG9	4;3	4;3	4;3	Serine/threonine-protein kinase OSR1 ;Serine/threonine-protein kinase OSR1 	2	4	4	4	8.3	8.3	8.3	58.022	527	527;468	0	27.655	49011000	8				898	6605;6896;8796;12888	True;True;True;True	6754;7053;8989;13248	11196;11197;11696;11697;14992;14993;21871;21872	12801;12802;13396;13397;17099;17100;24835;24836	12801;13397;17099;24836		
O95777;F2Z2Y6;C9JIZ0;C9JNV3	O95777;F2Z2Y6;C9JIZ0;C9JNV3	4;3;2;2	4;3;2;2	4;3;2;2	U6 snRNA-associated Sm-like protein LSm8 ;N-alpha-acetyltransferase 38, NatC auxiliary subunit ;LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae), isoform CRA_a ;N-alpha-acetyltransferase 38, NatC auxiliary subunit (Fragment) 	4	4	4	4	46.9	46.9	46.9	10.403	96	96;67;75;77	0	28.601	79815000	6				899	404;4577;13586;13713	True;True;True;True	413;4673;13966;14095	688;689;7655;7656;23075;23293	775;776;8711;8712;26225;26480	775;8711;26225;26480		
O95782-2;O95782	O95782-2;O95782	9;9	3;3	3;3	Isoform B of AP-2 complex subunit alpha-1 ;AP-2 complex subunit alpha-1 	2	9	3	3	11.3	4.2	4.2	105.36	955	955;977	0	18.516	12566000	2				900	244;943;1916;3215;4869;8436;10320;14685;15796	False;False;True;True;False;False;False;True;False	245;966;1961;3285;4973;8625;10622;15095;16228	404;1601;3257;5457;8202;14387;17617;24987;26849	460;1838;3733;6216;9357;16401;20046;28445;30521	460;1838;3733;6216;9357;16401;20046;28445;30521		
O95793-2;O95793-3;O95793;Q5JW30	O95793-2;O95793-3;O95793;Q5JW30	3;3;3;2	3;3;3;2	3;3;3;2	Isoform Short of Double-stranded RNA-binding protein Staufen homolog 1 ;Isoform 3 of Double-stranded RNA-binding protein Staufen homolog 1 ;Double-stranded RNA-binding protein Staufen homolog 1 ;Double-stranded RNA-binding protein Staufen homolog 1 	4	3	3	3	10.5	10.5	10.5	54.933	496	496;502;577;494	0	29.744	35401000	4				901	3127;8794;13289	True;True;True	3196;8987;13660	5314;14989;22567;22568	6063;17096;25652;25653	6063;17096;25653		
O95831-3;O95831;O95831-2;O95831-6;E9PMA0;O95831-4;O95831-5	O95831-3;O95831;O95831-2	22;22;12;10;10;10;9	22;22;12;10;10;10;9	22;22;12;10;10;10;9	Isoform 3 of Apoptosis-inducing factor 1, mitochondrial ;Apoptosis-inducing factor 1, mitochondrial ;Isoform 2 of Apoptosis-inducing factor 1, mitochondrial 	7	22	22	22	43.3	43.3	43.3	66.294	609	609;613;326;237;274;324;261	0	177.22	586660000	36				902	125;126;903;904;1187;1740;3194;5318;6232;6455;6734;7582;7719;8908;11738;12281;12349;13115;14629;14794;14810;15260	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	125;126;926;927;1216;1780;3263;5428;6364;6594;6887;7753;7891;9109;12070;12630;12700;13482;15036;15037;15208;15226;15680	214;215;1533;1534;1535;2027;2952;2953;5421;5422;8937;10552;10943;10944;11419;12956;12957;12958;13190;15172;15173;19991;19992;20885;20997;20998;22266;24893;24894;24895;25164;25165;25192;25939	236;237;1754;1755;1756;2327;3385;3386;6178;6179;6180;10169;12035;12510;12511;13064;14790;14791;14792;15040;17309;17310;22705;22706;23726;23857;23858;25303;28328;28329;28330;28331;28641;28642;28643;28675;29526	236;237;1755;1756;2327;3385;6178;10169;12035;12510;13064;14792;15040;17309;22706;23726;23858;25303;28328;28641;28675;29526	85	167
